sample_id,wpm,word_count,duration_sec,whisper_transcript,filler_count,filler_ratio,mean_pitch,pitch_std,pitch_range,pitch_variability,jitter,shimmer,mean_energy,energy_std,energy_range,speech_ratio,pause_count,avg_pause_duration,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc_1,mfcc_delta_1,mfcc_2,mfcc_delta_2,mfcc_3,mfcc_delta_3,mfcc_4,mfcc_delta_4,mfcc_5,mfcc_delta_5,mfcc_6,mfcc_delta_6,mfcc_7,mfcc_delta_7,mfcc_8,mfcc_delta_8,mfcc_9,mfcc_delta_9,mfcc_10,mfcc_delta_10,mfcc_11,mfcc_delta_11,mfcc_12,mfcc_delta_12,mfcc_13,mfcc_delta_13,tone_label,tone_score,tone_ang,tone_hap,tone_neu,tone_sad,speech_clarity_score,delivery_confidence,pitch_expressiveness,voice_stability,wpm_x_clarity,wpm_category,energy_level
sample_010_AimeeMullins_2009P_Segment11,-2.110526124185886,-1.8279454798942565,0.2515460600687098,"See also hurt, useless, and weak. Antonyms, healthy, strong, capable.",-0.5819985131059653,-0.5835211763448893,-1.2251969485612255,1.493834995264414,0.8392609408878501,2.1306441221642083,1.1015834850438468,0.6606659325041421,-0.8572518546792359,0.9278230244445045,0.7664570281493837,-1.7761393149141282,1.6595127802631928,-0.04439082136596059,1.5046208244831063,2.057966160282729,2.0018210341465124,1.6708035169019628,-0.17906168470159617,0.03856348915732842,-0.5224222808945342,2.058298841868507,1.058577154270483,-1.2845723624455767,-1.7103209877814216,-1.4050964047565453,0.3767252027485321,-2.1189927321765847,0.49098287812869196,1.741789361036425,1.0022033028572312,-0.11507077280925646,1.1725440602898507,1.1550299824295531,0.2188239363127304,1.3461658499410314,1.7457028686722624,1.2167204889479668,-0.33801386983334797,0.33582195079787636,0.6713457132324954,0.6897945202254299,0.48527380093738415,-1.2179653121529495,ang,0.8860591551046494,0.8862631447039174,-0.8130205407613925,-0.7722926228429996,-0.7448220716826552,0.1601778139647403,-1.0056137094264148,2.0877830285991696,-1.0311428568425196,-1.1601619630342765,slow,low
sample_011_AimeeMullins_2009P_Segment111,-0.5860493640740757,-1.3019180036656934,-1.4541721848876956,The extraordinary thing is that he had saved newspaper clipping throughout my whole childhood.,-0.5819985131059653,-0.5835211763448893,1.8506254425197377,2.0215250458138208,0.4215346536229178,0.6230109684819992,1.3037656365979176,2.361382532697292,2.7084724249100947,2.2863113303436102,2.3019671274733273,-0.09427243232476919,-1.0335036929103372,1.8710442953665634,0.4810644389621162,0.22838992915986428,0.16130283211626598,0.5147360635781147,2.1942887301328384,0.06957364302081899,-0.6921506670914599,0.5475653667402128,0.25761763579944674,-0.19487881712720617,0.09652159893842054,0.703155856938043,0.044804192096146604,-0.7987382714723884,-1.7654179270689154,-1.203902523809541,0.09589309278073742,-1.9855731992338366,0.08445970030026888,0.3430236821195932,-0.1451488081913413,1.5535833406393125,-0.7191184225014462,1.1025933904527512,-0.6986159936796349,1.9742219184238499,-0.23506139002982618,1.420384778274065,-1.4240691598343616,1.5624064890692775,ang,1.2664880718802423,1.0947039393778664,-1.0527650634164205,-0.8100960553297056,-0.5661158334040405,0.586172510803999,2.144956041026961,0.6122250156997469,-1.4828547964563328,-0.05519138384094906,moderate,high
sample_012_AimeeMullins_2009P_Segment112,-0.2482238172062601,0.14465755596285504,0.5926897090599906,"whether winning a second grade spelling bee, marching with the Girl Scouts, the Halloween parade, winning my college scholarship, or any of my sports victories.",-0.5819985131059653,-0.5835211763448893,0.9907201139530109,-1.3159509221480405,-0.2750117292663731,-1.5774215686376516,-1.6950028640155974,-0.6887190110220026,0.7962090341661595,-0.23250208385075258,-0.25809625630381633,1.5031406325228096,-2.3800119294971025,-1.7263417477970033,-1.040874553204042,-1.3967192612800154,-1.147180823428762,-1.2626829406524276,0.8342785829876446,0.9121570877431154,1.5219851334691419,-1.604896143260478,-0.6426945000674033,1.049403957008533,0.9770164719197283,0.33482801940108053,-0.991407489126071,0.7211111727933317,0.8564952416592778,-0.8076643411909354,-0.49077347469329996,0.30963675077793773,-0.6773114098139617,0.7082413051160562,-0.3471199570805257,-0.33179708909867117,-0.5191275133890654,0.20100429245848248,1.7932087031193704,0.08049649457689079,-1.8182641184607091,0.4644129970755146,0.28670830531087566,1.1685399387766462,ang,-0.09192152363065535,0.350417784737229,-0.2355422155939503,0.10663718247291656,-0.7958809969051165,0.9907761695900923,2.144956041026961,-1.2773279645282454,1.7932168315147337,0.43746463573018507,moderate,medium
sample_013_AimeeMullins_2009P_Segment113,-0.9313590461340397,-1.0389042655514118,-0.44211269288022825,"and he was using it and integrating it into teaching resident students, med students from Hanuman.",-0.5819985131059653,-0.5835211763448893,0.7773299787064711,-0.4068456701798195,-0.5775579620803132,-0.7752997136853124,-0.4173136505633934,-0.05109484308282814,0.6409921239307832,0.3217367814892863,0.5777791000598309,0.37846296210788033,0.31300454367642794,-0.6194537345159058,0.34970302591697244,1.0723866424435098,0.6938531420395091,-1.1714576992736405,0.4243887207927811,-1.701224022034047,-0.6858205296567746,-0.20505235961742185,1.9983667053198846,0.9988912176362852,2.141248214416419,-0.5554646181224772,-0.11638518826686076,1.1728744941905045,-1.163337662573122,0.021719201401250773,0.3225129838083805,0.31529103433295974,0.8433621225035076,-0.6884395798206975,-1.4397251672896434,-1.0029612455120087,-1.2708711195303775,-0.3946265968003469,0.9328778432764411,-0.4656495776633038,-1.5960030683730648,-0.1959798060504166,-0.7075219668564701,0.5590534511790767,ang,-1.4824974665762372,-0.4114926322173033,0.3977086641168265,2.0109850939907346,1.8559919318364702,0.7059101506381813,-0.613984920339646,-0.8549814094611022,0.3704499701295029,-0.25904675806191896,moderate,medium
sample_014_AimeeMullins_2009P_Segment114,0.4810635787397691,0.14465755596285504,-0.40799832798110036,medical school and Hershey medical school and he called this part of the course the X factor. There was the potential of the human will.,-0.5819985131059653,-0.5835211763448893,0.41511725241566955,0.4213510734741745,0.8445387910536469,0.06622907867356073,1.590457098738056,1.467410381782958,-0.45374088573186977,-0.3295958998014009,-0.08536337290763847,0.12201173506271747,0.31300454367642794,-0.3427317311956314,0.5467179581542114,0.05940283643928852,0.5382194779355306,1.0656005335685308,-0.020546610835750587,0.25432060327069883,-0.2117915925160011,0.5896992108512975,-0.06448458893032824,-0.16421873724473757,-0.9017235542312023,-0.7684742029589845,-1.0635089716564072,-2.497716130797942,0.8922000015305398,0.2987594046088821,-0.6049664805276619,2.0813602840780807,0.7880502337196911,0.7913536353085628,0.7776794792424985,0.6259954227977543,-0.8545344891826511,-0.7255374019815806,-0.4640906156933962,0.645180628004807,0.03201740487348892,1.7499904885998872,1.020369585513376,0.06424101315502939,hap,-0.15996572012710292,-1.4570858868012588,1.8543793421548884,-0.4982177373143807,-0.7958809969051165,0.6409544375255204,-0.5353560860386386,0.4327300330776652,-1.4643509401534367,0.7649618261728585,fast,low
sample_015_AimeeMullins_2009P_Segment115,-0.07172296225809044,-0.6443836583799896,-0.931085256434398,No prognosis can account for how powerful this could be as a determinant in the quality of someone's life.,-0.5819985131059653,-0.5835211763448893,0.26498838157540566,-0.31560050501294745,0.8419928773009934,-0.488010428076392,-0.7054381047570721,-0.03401011736033334,0.2363549546103906,-0.19697702881813015,0.13009366095293898,1.086021166846943,-1.0335036929103372,-1.1728977411564545,-1.0653819896748258,-0.34194903080988787,-1.294288017362871,-0.4316833194963461,0.3043925224220413,2.3691710530904104,1.259082672561289,-1.952737762518334,0.643799700918155,-1.617390294694679,-1.3933428335081508,-0.6266326454455112,0.4468698179578157,-0.4948637095095722,0.2428952596292624,0.3929128353112971,0.6881725368127348,-0.42716081438018433,0.14703295535878394,0.28613894560634884,0.44524521036892717,1.8768271469530051,0.05249094727836245,0.6030706578303391,0.3565099895052816,1.02272469120344,0.2687806507569835,1.0045235623565385,-0.14275708844437393,-0.058554201926831535,ang,0.28541447512237206,0.5571639388040729,-0.4601816713934919,-0.2241428517857616,-0.6937631464601939,0.8851253109128726,1.1094767701285368,-0.014114364783946577,0.6708206123932963,0.5180440106667286,fast,medium
sample_016_AimeeMullins_2009P_Segment116,-1.1479831814178945,-0.7758905274371303,0.569946799127239,"And Dr. Keen went on to tell me that he said, in my experience, unless repeatedly told otherwise.",-0.5819985131059653,-0.5835211763448893,-1.3167764928307841,0.9556595589867855,0.4525679687345971,1.6564896817565662,0.8067221071698875,-0.3592983608998198,-1.3956418800667323,0.0290151287035882,-0.4628722525482937,-2.298311090463917,0.746483375030947,1.9748150466116663,1.0469259998455367,1.4371152119825026,1.4106415200739504,1.078632710908358,-1.6719875037977716,-0.14725224476853593,-0.5030914030312447,-1.5688105313665388,0.33306058302011093,-0.06348383094792,-0.6945469287962048,-0.9337153647868406,1.5487071630499785,0.684726162123659,0.8115301563668593,0.3253980971114454,1.1658718800753383,0.9999515432714201,1.821001997919893,-0.23526561673738508,0.3402002281699136,0.17790806297753156,1.2507920322554935,0.47464824679156375,0.05766581816578246,1.7972688570590711,1.1202780702114532,0.07858223195496454,-0.8508875172134409,0.5165520198946497,ang,0.6151195363278853,0.737812627521495,-0.7115454762450478,-0.706136615991264,1.8559919318364702,0.0279185908799245,-0.8442969754857581,1.4127079497068702,-0.6140807503341617,-0.6392022565982987,slow,low
sample_017_AimeeMullins_2009P_Segment117,-0.7978919685407243,-0.7758905274371303,-0.1350834087880753,"and even if given a modicum of support, it's left to their own devices, a child will achieve.",-0.5819985131059653,-0.5835211763448893,-0.5873125324646075,-0.21424177630679736,-1.9883683958625364,0.019194992091568892,0.029333223267396624,-0.17519039598412547,0.35387727588975787,0.8744154248177582,0.6231352540628666,-0.0870629600785193,-0.24584686759490862,0.9025172837456031,-0.2827519590121022,-0.007621529301105205,-0.2091463039246058,0.010504123808036336,0.27825414370453977,1.0068315747234102,0.4486359333887352,-0.9859630967913797,0.3644269913786577,0.21001514210332142,-0.7894459951325082,-0.5326386304819044,0.17187952462513068,0.37778506043584187,1.480405689106663,-1.125173808576006,0.2576745821905644,-0.3469084034134708,-0.3950594133215039,-0.021468634582529636,0.4171103920094413,0.11116158530096165,0.5006039109628337,0.5046940833352133,-0.743520040150337,-0.08716203679762034,1.5028976469622601,0.8204175009625451,-0.09618432648888013,1.3115283221495118,ang,-0.21749399534682656,0.2816153760887548,-0.18790315858818543,0.4563189329749476,0.27635643276657174,0.5879985750280498,0.08243832975388739,-0.9310747301694899,-0.021780871657130597,-0.20795078766657088,moderate,medium
sample_018_AimeeMullins_2009P_Segment118,-0.031599681922405705,0.14465755596285504,0.2515460600687098,"See, Dr. Keane made that shift in thinking. He understood that there's a difference between the medical condition and what someone might do with it.",-0.5819985131059653,-0.5835211763448893,-0.8218830615462872,-0.4034992704793234,0.6379409499109995,-0.032923860607394426,-0.30602413783388843,0.3329105805570743,-0.24950113572945193,-0.4962996208835385,-0.26036100353473773,0.20646555280449774,-0.24584686759490862,0.5566147795952603,0.9112456851592692,0.5428351803179315,0.7199319425446611,0.7673903190489307,0.05045859238569028,0.8551600162932613,-1.0805588210021349,-0.33417641157402705,1.0730865235357248,-1.280968326763886,0.9388694075804459,-1.1057476205689978,-0.6342892899788924,0.11590027088726916,-1.3950367326467938,1.3535548796732324,0.3215936333376797,0.9566140408645637,0.6313481565817474,0.7901879644783735,-0.8147637303898068,0.24984628368232156,-0.19776434365759543,0.7218415928853639,-0.15399065551707522,-0.46299764043699976,0.5704660553539598,0.4100985731959906,0.5044920792141993,-0.3828022105521549,ang,-1.0767066220156047,-0.18915578456509105,0.30049400307254204,0.43741721673159467,1.8559919318364702,0.6623454755786858,-0.400026808744266,0.23663491066089093,0.14701384147508326,0.3987620562910844,fast,medium
sample_019_AimeeMullins_2009P_Segment119,0.40144069600107757,1.9857537227628257,1.9330999632215677,"And there's been a shift in my thinking over time and that if you would ask me at 15 years old if I would have traded prosthetics for flesh and bone legs, I wouldn't have hesitated for a second.",-0.5819985131059653,-0.5835211763448893,-0.9073510824845598,0.10017106666429734,0.025497836158859314,0.5073325393208853,0.046175532468099655,0.9425330680702114,-0.6003456754676307,-0.08980177833119773,-0.03859940305835413,-0.5834866204631313,1.1006613689918563,0.3750159649163301,-0.0008426454153686264,0.2685997344998984,0.07271022823413781,0.3900237926000347,-0.35206525350647044,0.4961620819820667,0.13695862866143965,0.7248307387432614,0.1476331529937577,-0.44797679235998444,-0.17676734849677667,0.7243335208033,0.13689799952507356,-0.8266472285201488,-0.30540510809074367,-0.04273917835216573,0.23752145213547424,0.12125667106370144,0.5288822102609982,-0.5614850745149549,0.66916838734548,-0.049162382098829525,0.36212131700857325,-0.11436999040744524,-0.3027576423656347,0.49417320248391655,1.2640683348283974,-0.9643013784321152,0.7409330137804158,-0.10241248641658295,ang,0.3744905141722668,0.6059695882887047,-0.51750346356303,-0.5549228860444397,0.30188589537780247,0.46226100988627217,-0.8320748115179205,0.2949493623681138,-0.32660055799520765,0.558199532289761,fast,low
sample_020_AimeeMullins_2009P_Segment120,-0.873564891039115,-0.7758905274371303,0.0013740508084372687,"I aspired to that kind of normalcy back then. If you ask me today, I'm not so sure.",2.254874239789983,1.9760127594642038,-1.311224803697785,-0.4062507546775093,-0.7963644023707694,0.2518230419430402,0.3667004953009202,-0.8300226450661756,-1.8391660857969268,-1.0659006721836308,-1.3525200533001562,-1.5516157506737847,0.31300454367642794,1.7802448880270987,-0.6151131901612095,0.14942658500063705,-0.4652965313945474,-0.29348557805357484,-2.29751549704386,-1.0459337336720644,0.9342911388856426,0.2242580102109022,-0.1104854473236452,0.5831382848368672,-0.7858592223253572,1.1731061518707735,1.7218394862383801,-0.07296756622050668,0.14497766058837713,-1.0468738630525825,1.2545650070644845,-1.9520886760791758,2.260729272588803,1.56653768928265,0.5061987791122308,0.037594376399058126,1.9315166444497869,-1.2477229130226,-1.3238184868486405,-1.158468178035238,1.6431120276843367,0.17943729133383365,-0.31859732070705676,0.8185117192501586,ang,-0.191513483957274,0.2958503571884391,-0.16776306944753683,-0.5360211698010867,0.5827099841013398,-1.617870491719152,-0.9160541128651851,-0.2987104917743014,-0.1456546423003268,-1.1601619630342765,moderate,low
